no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education_ Graduate,education_ Not Graduate,self_employed_ No,self_employed_ Yes,loan_status
0.2,0.7113402061855669,0.4260204081632653,0.2222222222222222,0.7566666666666668,0.0410958904109589,0.02577319587628866,0.6881443298969072,0.46258503401360546,0.0,1.0,1.0,0.0, Approved
0.2,0.5979381443298969,0.3392857142857143,0.5555555555555556,0.4816666666666667,0.3116438356164384,0.015463917525773195,0.31701030927835055,0.4829931972789116,0.0,1.0,1.0,0.0, Approved
0.0,0.5463917525773195,0.41836734693877553,0.8888888888888888,0.8816666666666668,0.1917808219178082,0.06701030927835051,0.32216494845360827,0.40136054421768713,1.0,0.0,0.0,1.0, Approved
0.4,0.7319587628865979,0.5025510204081632,0.2222222222222222,0.7150000000000001,0.452054794520548,0.5515463917525774,0.4536082474226804,0.6190476190476191,1.0,0.0,1.0,0.0, Approved
0.2,0.061855670103092786,0.05867346938775509,0.0,0.2316666666666667,0.023972602739726026,0.0,0.03865979381443299,0.0272108843537415,0.0,1.0,0.0,1.0, Approved
0.2,0.10309278350515463,0.11224489795918367,0.0,0.6116666666666668,0.0410958904109589,0.015463917525773195,0.10051546391752578,0.054421768707483,1.0,0.0,0.0,1.0, Approved
1.0,0.05154639175257732,0.038265306122448974,0.4444444444444445,0.5833333333333335,0.04794520547945205,0.005154639175257732,0.030927835051546393,0.020408163265306124,1.0,0.0,1.0,0.0, Approved
0.8,0.6082474226804123,0.3392857142857143,0.1111111111111111,0.16833333333333333,0.3698630136986301,0.10309278350515463,0.520618556701031,0.2653061224489796,1.0,0.0,0.0,1.0, Rejected
0.4,0.12371134020618556,0.11224489795918367,1.0,0.43833333333333335,0.017123287671232876,0.11855670103092783,0.06443298969072164,0.09523809523809525,1.0,0.0,1.0,0.0, Approved
0.4,0.24742268041237112,0.18622448979591835,0.4444444444444445,0.16666666666666674,0.2363013698630137,0.14432989690721648,0.2525773195876289,0.217687074829932,0.0,1.0,0.0,1.0, Rejected
0.2,0.03092783505154639,0.038265306122448974,0.3333333333333333,0.9616666666666667,0.00684931506849315,0.010309278350515464,0.020618556701030927,0.04081632653061225,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.1134020618556701,0.07142857142857142,0.6666666666666665,0.08000000000000007,0.0547945205479452,0.03092783505154639,0.09278350515463918,0.04081632653061225,1.0,0.0,1.0,0.0, Rejected
1.0,0.30927835051546393,0.18112244897959182,0.0,0.8966666666666667,0.07876712328767123,0.14948453608247422,0.25515463917525777,0.2448979591836735,0.0,1.0,1.0,0.0, Approved
1.0,0.7525773195876289,0.5229591836734693,0.2222222222222222,0.5283333333333333,0.00684931506849315,0.7319587628865979,0.4896907216494846,0.5578231292517007,0.0,1.0,0.0,1.0, Approved
0.2,0.010309278350515462,0.017857142857142856,0.4444444444444445,0.21833333333333338,0.017123287671232876,0.02577319587628866,0.015463917525773196,0.006802721088435375,0.0,1.0,0.0,1.0, Rejected
0.4,0.6391752577319587,0.423469387755102,0.7777777777777777,0.28666666666666674,0.3835616438356165,0.30927835051546393,0.4123711340206186,0.30612244897959184,1.0,0.0,1.0,0.0, Rejected
0.0,0.5257731958762886,0.33163265306122447,0.5555555555555556,0.45333333333333337,0.14726027397260272,0.12886597938144329,0.45618556701030927,0.4829931972789116,1.0,0.0,0.0,1.0, Approved
0.4,0.4536082474226804,0.4030612244897959,0.8888888888888888,0.6816666666666666,0.2465753424657534,0.46391752577319584,0.34793814432989695,0.3673469387755102,1.0,0.0,1.0,0.0, Approved
0.4,0.8865979381443299,0.8698979591836734,0.0,0.6866666666666668,0.363013698630137,0.6443298969072164,0.7474226804123711,0.40136054421768713,1.0,0.0,0.0,1.0, Approved
1.0,0.04123711340206185,0.022959183673469385,0.3333333333333333,0.07166666666666666,0.00684931506849315,0.03608247422680412,0.03350515463917526,0.04081632653061225,0.0,1.0,0.0,1.0, Rejected
0.0,0.27835051546391754,0.18622448979591835,0.3333333333333333,0.033333333333333326,0.2773972602739726,0.28865979381443296,0.23969072164948452,0.2108843537414966,0.0,1.0,0.0,1.0, Rejected
0.4,0.5670103092783505,0.375,1.0,0.13666666666666671,0.4554794520547945,0.29381443298969073,0.2963917525773196,0.40816326530612246,1.0,0.0,0.0,1.0, Rejected
0.4,0.26804123711340205,0.24999999999999997,0.7777777777777777,0.385,0.10273972602739725,0.14948453608247422,0.17783505154639176,0.27891156462585037,0.0,1.0,0.0,1.0, Rejected
0.8,0.7628865979381443,0.7551020408163265,0.8888888888888888,0.2416666666666667,0.1678082191780822,0.7164948453608248,0.46649484536082475,0.38775510204081637,0.0,1.0,1.0,0.0, Rejected
0.4,0.422680412371134,0.3622448979591837,0.4444444444444445,0.4900000000000001,0.3938356164383562,0.03608247422680412,0.35309278350515466,0.36054421768707484,0.0,1.0,1.0,0.0, Approved
0.6000000000000001,0.4020618556701031,0.3979591836734694,0.5555555555555556,0.3966666666666667,0.136986301369863,0.041237113402061855,0.2190721649484536,0.38775510204081637,0.0,1.0,1.0,0.0, Rejected
1.0,0.3917525773195876,0.3469387755102041,0.2222222222222222,0.3833333333333334,0.2089041095890411,0.28865979381443296,0.31443298969072164,0.40816326530612246,0.0,1.0,1.0,0.0, Rejected
0.8,0.6082474226804123,0.5255102040816326,0.1111111111111111,0.6033333333333335,0.3527397260273973,0.36082474226804123,0.5927835051546392,0.27891156462585037,0.0,1.0,1.0,0.0, Approved
0.8,0.27835051546391754,0.14285714285714285,0.8888888888888888,0.5350000000000001,0.010273972602739725,0.15979381443298968,0.211340206185567,0.2380952380952381,1.0,0.0,0.0,1.0, Approved
0.8,0.21649484536082472,0.1301020408163265,0.7777777777777777,0.31666666666666676,0.21575342465753422,0.19072164948453607,0.13402061855670103,0.14285714285714288,1.0,0.0,1.0,0.0, Rejected
1.0,0.4536082474226804,0.40561224489795916,0.5555555555555556,0.9850000000000001,0.2054794520547945,0.06185567010309278,0.27061855670103097,0.25170068027210885,0.0,1.0,1.0,0.0, Approved
0.2,0.7628865979381443,0.4719387755102041,0.6666666666666665,0.17166666666666675,0.7191780821917808,0.2422680412371134,0.6288659793814433,0.6802721088435375,0.0,1.0,0.0,1.0, Rejected
0.2,0.5051546391752577,0.510204081632653,0.8888888888888888,0.7616666666666667,0.4075342465753425,0.17525773195876287,0.33762886597938147,0.217687074829932,0.0,1.0,0.0,1.0, Approved
0.8,0.9072164948453607,0.7678571428571428,1.0,0.3866666666666667,0.7226027397260274,0.38144329896907214,0.7783505154639175,0.8911564625850341,1.0,0.0,0.0,1.0, Rejected
0.8,0.29896907216494845,0.1530612244897959,0.1111111111111111,0.1166666666666667,0.2979452054794521,0.211340206185567,0.2190721649484536,0.1904761904761905,1.0,0.0,1.0,0.0, Rejected
0.6000000000000001,0.18556701030927833,0.14030612244897958,0.3333333333333333,0.8316666666666668,0.10616438356164383,0.15979381443298968,0.13402061855670103,0.06802721088435375,0.0,1.0,1.0,0.0, Approved
0.2,0.422680412371134,0.43112244897959184,0.1111111111111111,0.44000000000000006,0.3595890410958904,0.3402061855670103,0.288659793814433,0.14965986394557823,1.0,0.0,0.0,1.0, Approved
0.4,0.8659793814432989,0.6275510204081632,1.0,0.5116666666666667,0.4691780821917808,0.3917525773195876,0.8118556701030928,0.3673469387755102,1.0,0.0,0.0,1.0, Approved
0.4,0.6597938144329897,0.4260204081632653,0.0,0.2616666666666667,0.00684931506849315,0.09278350515463918,0.5927835051546392,0.45578231292517013,0.0,1.0,0.0,1.0, Rejected
0.6000000000000001,0.5154639175257731,0.375,1.0,0.22000000000000008,0.2397260273972603,0.25773195876288657,0.39432989690721654,0.34693877551020413,0.0,1.0,0.0,1.0, Rejected
0.8,0.6185567010309277,0.40561224489795916,1.0,0.7233333333333334,0.3047945205479452,0.20618556701030927,0.36855670103092786,0.29931972789115646,1.0,0.0,0.0,1.0, Approved
1.0,0.20618556701030927,0.17602040816326528,0.4444444444444445,0.3866666666666667,0.0958904109589041,0.015463917525773195,0.18556701030927836,0.108843537414966,0.0,1.0,1.0,0.0, Rejected
0.0,0.9381443298969071,0.5586734693877551,0.6666666666666665,0.6683333333333334,0.023972602739726026,0.520618556701031,0.9175257731958762,0.38775510204081637,0.0,1.0,0.0,1.0, Approved
0.2,0.14432989690721648,0.11479591836734694,0.6666666666666665,0.40666666666666673,0.07876712328767123,0.010309278350515464,0.15206185567010308,0.0816326530612245,0.0,1.0,0.0,1.0, Rejected
0.6000000000000001,0.5876288659793814,0.5331632653061223,0.7777777777777777,0.29333333333333333,0.4041095890410959,0.24742268041237112,0.37371134020618557,0.5238095238095238,1.0,0.0,1.0,0.0, Rejected
0.0,0.7525773195876289,0.5790816326530611,0.6666666666666665,0.7083333333333335,0.3082191780821918,0.24742268041237112,0.5128865979381444,0.4829931972789116,1.0,0.0,1.0,0.0, Approved
0.8,0.03092783505154639,0.030612244897959183,1.0,0.06666666666666665,0.00684931506849315,0.010309278350515464,0.041237113402061855,0.04081632653061225,0.0,1.0,0.0,1.0, Rejected
1.0,0.6494845360824741,0.4642857142857143,0.1111111111111111,0.9850000000000001,0.4691780821917808,0.17010309278350516,0.6005154639175257,0.4829931972789116,0.0,1.0,1.0,0.0, Approved
0.0,0.3402061855670103,0.26785714285714285,0.6666666666666665,0.8966666666666667,0.1643835616438356,0.35051546391752575,0.3505154639175258,0.11564625850340136,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.4020618556701031,0.27040816326530615,0.3333333333333333,0.41333333333333344,0.3047945205479452,0.26804123711340205,0.33247422680412375,0.29251700680272114,0.0,1.0,0.0,1.0, Rejected
0.2,0.9381443298969071,0.4770408163265306,0.6666666666666665,0.6483333333333334,0.8253424657534246,0.5927835051546392,0.8969072164948454,0.6122448979591837,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.5876288659793814,0.4744897959183673,0.1111111111111111,0.7366666666666668,0.3732876712328767,0.23195876288659792,0.5902061855670103,0.54421768707483,0.0,1.0,0.0,1.0, Approved
0.6000000000000001,0.7010309278350515,0.6632653061224489,0.5555555555555556,0.30166666666666675,0.4931506849315069,0.6597938144329897,0.3814432989690722,0.6734693877551021,1.0,0.0,0.0,1.0, Rejected
0.0,0.0,0.0025510204081632647,0.1111111111111111,0.4900000000000001,0.02054794520547945,0.0,0.0025773195876288664,0.006802721088435375,1.0,0.0,1.0,0.0, Approved
0.2,0.7938144329896907,0.6045918367346939,0.5555555555555556,0.9450000000000001,0.7054794520547946,0.5154639175257731,0.7835051546391752,0.6394557823129252,1.0,0.0,1.0,0.0, Approved
0.0,0.5463917525773195,0.45663265306122447,0.1111111111111111,0.053333333333333344,0.2808219178082192,0.20618556701030927,0.41494845360824745,0.380952380952381,1.0,0.0,0.0,1.0, Approved
0.2,0.979381443298969,0.8571428571428571,0.4444444444444445,0.8883333333333334,0.8458904109589042,0.8350515463917526,0.7216494845360825,0.44897959183673475,1.0,0.0,1.0,0.0, Approved
0.6000000000000001,0.7628865979381443,0.6632653061224489,0.8888888888888888,0.4666666666666667,0.6575342465753424,0.7525773195876289,0.6494845360824743,0.34693877551020413,0.0,1.0,1.0,0.0, Approved
0.8,0.8247422680412371,0.520408163265306,0.4444444444444445,0.41000000000000003,0.3732876712328767,0.36082474226804123,0.6365979381443299,0.7210884353741497,0.0,1.0,1.0,0.0, Rejected
0.0,0.03092783505154639,0.022959183673469385,0.6666666666666665,0.42666666666666675,0.03424657534246575,0.0,0.03865979381443299,0.034013605442176874,1.0,0.0,1.0,0.0, Approved
0.2,0.09278350515463918,0.08928571428571429,0.3333333333333333,0.7983333333333333,0.023972602739726026,0.09278350515463918,0.09536082474226804,0.108843537414966,0.0,1.0,0.0,1.0, Approved
0.4,0.30927835051546393,0.211734693877551,0.8888888888888888,0.5633333333333335,0.03767123287671233,0.25257731958762886,0.21391752577319587,0.2380952380952381,0.0,1.0,1.0,0.0, Approved
1.0,0.30927835051546393,0.2627551020408163,0.0,0.22000000000000008,0.226027397260274,0.19072164948453607,0.2809278350515464,0.25170068027210885,1.0,0.0,1.0,0.0, Approved
0.2,0.6907216494845361,0.5255102040816326,0.1111111111111111,0.4566666666666668,0.11301369863013698,0.09278350515463918,0.6365979381443299,0.35374149659863946,0.0,1.0,1.0,0.0, Approved
0.2,0.30927835051546393,0.21683673469387754,0.1111111111111111,0.17500000000000004,0.03767123287671233,0.13402061855670103,0.2680412371134021,0.23129251700680273,1.0,0.0,1.0,0.0, Rejected
0.6000000000000001,0.32989690721649484,0.3086734693877551,0.0,0.7166666666666668,0.08904109589041095,0.20103092783505155,0.30670103092783507,0.3129251700680272,0.0,1.0,0.0,1.0, Approved
0.2,0.9999999999999999,1.0,0.5555555555555556,0.8466666666666667,0.4075342465753425,0.19072164948453607,0.770618556701031,0.9183673469387755,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.5257731958762886,0.375,0.2222222222222222,0.6950000000000001,0.24315068493150682,0.211340206185567,0.4329896907216495,0.36054421768707484,1.0,0.0,1.0,0.0, Approved
0.4,0.05154639175257732,0.03571428571428571,0.4444444444444445,0.8983333333333334,0.00684931506849315,0.03608247422680412,0.04381443298969072,0.06122448979591837,0.0,1.0,1.0,0.0, Approved
0.0,0.422680412371134,0.31887755102040816,1.0,0.45333333333333337,0.2979452054794521,0.1134020618556701,0.2757731958762887,0.41496598639455784,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.44329896907216493,0.32653061224489793,0.5555555555555556,0.45000000000000007,0.363013698630137,0.10309278350515463,0.2525773195876289,0.39455782312925175,0.0,1.0,0.0,1.0, Approved
0.4,0.020618556701030927,0.017857142857142856,0.2222222222222222,0.20833333333333337,0.030821917808219176,0.015463917525773195,0.01288659793814433,0.01360544217687075,0.0,1.0,1.0,0.0, Rejected
0.6000000000000001,0.6804123711340205,0.5331632653061223,0.0,0.22166666666666668,0.3698630136986301,0.0979381443298969,0.5902061855670103,0.4285714285714286,1.0,0.0,1.0,0.0, Approved
0.2,0.21649484536082472,0.17602040816326528,0.3333333333333333,0.255,0.10616438356164383,0.10824742268041238,0.20103092783505155,0.23129251700680273,1.0,0.0,1.0,0.0, Rejected
0.0,0.36082474226804123,0.288265306122449,0.4444444444444445,0.7450000000000001,0.003424657534246575,0.23195876288659792,0.22422680412371132,0.2380952380952381,1.0,0.0,0.0,1.0, Approved
0.8,0.4123711340206186,0.3877551020408163,0.8888888888888888,0.8233333333333335,0.2534246575342466,0.03608247422680412,0.33762886597938147,0.14965986394557823,0.0,1.0,1.0,0.0, Approved
0.6000000000000001,0.8556701030927835,0.7780612244897959,1.0,0.2466666666666667,0.791095890410959,0.07216494845360824,0.5824742268041238,0.5374149659863946,1.0,0.0,0.0,1.0, Rejected
1.0,0.5670103092783505,0.32142857142857145,0.8888888888888888,0.8450000000000002,0.14383561643835618,0.04639175257731959,0.47164948453608246,0.3741496598639456,1.0,0.0,1.0,0.0, Approved
0.8,0.8041237113402061,0.7015306122448979,0.7777777777777777,0.05166666666666675,0.4486301369863014,0.3247422680412371,0.5438144329896908,0.7414965986394558,1.0,0.0,1.0,0.0, Rejected
0.8,0.13402061855670103,0.14030612244897958,0.0,0.00666666666666671,0.08561643835616438,0.08247422680412371,0.07731958762886598,0.09523809523809525,1.0,0.0,0.0,1.0, Approved
0.2,0.4020618556701031,0.2755102040816327,0.2222222222222222,0.17500000000000004,0.4143835616438356,0.14948453608247422,0.22422680412371132,0.40136054421768713,0.0,1.0,1.0,0.0, Rejected
0.2,0.4329896907216495,0.26785714285714285,0.5555555555555556,0.6233333333333333,0.3321917808219178,0.13917525773195877,0.43556701030927836,0.36054421768707484,1.0,0.0,1.0,0.0, Approved
0.2,0.7835051546391752,0.586734693877551,0.2222222222222222,0.5333333333333334,0.1232876712328767,0.10824742268041238,0.5644329896907216,0.5170068027210885,1.0,0.0,0.0,1.0, Approved
0.4,0.010309278350515462,0.01020408163265306,0.1111111111111111,0.18500000000000005,0.023972602739726026,0.0,0.02319587628865979,0.006802721088435375,1.0,0.0,0.0,1.0, Rejected
0.4,0.6597938144329897,0.3520408163265306,0.0,0.28500000000000003,0.3732876712328767,0.5876288659793815,0.5257731958762887,0.40816326530612246,0.0,1.0,1.0,0.0, Rejected
0.4,0.5463917525773195,0.461734693877551,0.4444444444444445,0.3583333333333334,0.2363013698630137,0.2268041237113402,0.4690721649484536,0.27891156462585037,0.0,1.0,0.0,1.0, Rejected
0.4,0.16494845360824742,0.12755102040816324,0.2222222222222222,0.8766666666666667,0.15753424657534248,0.03608247422680412,0.15979381443298968,0.08843537414965986,1.0,0.0,1.0,0.0, Approved
0.0,0.6597938144329897,0.3520408163265306,1.0,0.10000000000000009,0.2363013698630137,0.26288659793814434,0.6469072164948454,0.5306122448979592,0.0,1.0,1.0,0.0, Rejected
0.2,0.08247422680412371,0.07908163265306123,0.8888888888888888,0.4633333333333334,0.0821917808219178,0.020618556701030927,0.07216494845360824,0.0816326530612245,0.0,1.0,1.0,0.0, Approved
0.8,0.9896907216494845,0.5561224489795917,0.1111111111111111,0.10666666666666669,0.5787671232876712,0.5721649484536082,0.6752577319587629,0.49659863945578236,1.0,0.0,0.0,1.0, Rejected
0.6000000000000001,0.16494845360824742,0.12244897959183675,0.3333333333333333,0.8166666666666667,0.00684931506849315,0.0,0.08762886597938144,0.1360544217687075,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.10309278350515463,0.07653061224489796,0.2222222222222222,0.7866666666666668,0.0273972602739726,0.04639175257731959,0.06701030927835051,0.09523809523809525,1.0,0.0,0.0,1.0, Approved
0.6000000000000001,0.4742268041237113,0.35459183673469385,0.5555555555555556,0.41166666666666674,0.3595890410958904,0.03608247422680412,0.24484536082474226,0.163265306122449,1.0,0.0,0.0,1.0, Rejected
0.6000000000000001,0.9072164948453607,0.4974489795918367,1.0,0.08000000000000007,0.2979452054794521,0.4742268041237113,0.6443298969072165,0.40816326530612246,1.0,0.0,0.0,1.0, Rejected
0.8,0.4020618556701031,0.3112244897959184,0.0,0.4650000000000001,0.3767123287671233,0.3711340206185567,0.30670103092783507,0.1360544217687075,1.0,0.0,0.0,1.0, Approved
0.0,0.288659793814433,0.19897959183673466,0.2222222222222222,0.6383333333333334,0.11301369863013698,0.25257731958762886,0.25515463917525777,0.217687074829932,1.0,0.0,1.0,0.0, Approved
0.0,0.9381443298969071,0.510204081632653,0.6666666666666665,0.7650000000000001,0.928082191780822,0.5979381443298969,0.6752577319587629,0.7414965986394558,1.0,0.0,1.0,0.0, Approved
1.0,0.845360824742268,0.4897959183673469,0.2222222222222222,0.8583333333333334,0.18493150684931509,0.12886597938144329,0.6108247422680413,0.489795918367347,0.0,1.0,1.0,0.0, Approved
0.0,0.288659793814433,0.2729591836734694,0.7777777777777777,0.05166666666666675,0.2773972602739726,0.23195876288659792,0.16237113402061856,0.163265306122449,0.0,1.0,0.0,1.0, Rejected
0.2,0.07216494845360825,0.0816326530612245,0.8888888888888888,0.15833333333333333,0.08904109589041095,0.041237113402061855,0.06958762886597938,0.08843537414965986,0.0,1.0,1.0,0.0, Rejected
0.8,0.10309278350515463,0.09693877551020408,0.7777777777777777,0.4750000000000001,0.03424657534246575,0.04639175257731959,0.05154639175257732,0.06122448979591837,0.0,1.0,0.0,1.0, Approved
0.4,0.9690721649484535,0.7525510204081632,0.7777777777777777,0.33166666666666667,0.9794520547945206,0.3247422680412371,0.8118556701030928,0.5034013605442177,0.0,1.0,0.0,1.0, Rejected
0.2,0.20618556701030927,0.12499999999999999,0.3333333333333333,0.20000000000000007,0.10273972602739725,0.005154639175257732,0.12113402061855669,0.1564625850340136,0.0,1.0,0.0,1.0, Rejected
1.0,0.8041237113402061,0.7576530612244897,0.6666666666666665,0.41500000000000004,0.5102739726027398,0.010309278350515464,0.4381443298969072,0.4761904761904762,0.0,1.0,1.0,0.0, Rejected
1.0,0.8041237113402061,0.7066326530612245,0.4444444444444445,0.2483333333333334,0.636986301369863,0.07731958762886598,0.44072164948453607,0.2653061224489796,1.0,0.0,0.0,1.0, Rejected
0.8,0.16494845360824742,0.1096938775510204,0.6666666666666665,0.255,0.06164383561643835,0.12371134020618556,0.1134020618556701,0.108843537414966,1.0,0.0,0.0,1.0, Rejected
1.0,0.9587628865979381,0.9285714285714285,0.7777777777777777,0.08000000000000007,0.1232876712328767,0.1134020618556701,0.8067010309278351,0.7755102040816327,1.0,0.0,0.0,1.0, Rejected
0.6000000000000001,0.9690721649484535,0.8724489795918366,1.0,0.3716666666666667,0.8972602739726028,0.13402061855670103,0.6185567010309279,0.36054421768707484,1.0,0.0,1.0,0.0, Rejected
1.0,0.6907216494845361,0.413265306122449,0.2222222222222222,0.245,0.14383561643835618,0.020618556701030927,0.3556701030927835,0.44897959183673475,1.0,0.0,0.0,1.0, Rejected
0.8,0.5670103092783505,0.33163265306122447,0.0,0.05500000000000005,0.3253424657534247,0.15463917525773196,0.2963917525773196,0.5578231292517007,0.0,1.0,1.0,0.0, Rejected
0.4,0.30927835051546393,0.2576530612244898,0.4444444444444445,0.42666666666666675,0.2842465753424658,0.28865979381443296,0.288659793814433,0.30612244897959184,1.0,0.0,1.0,0.0, Approved
1.0,0.9072164948453607,0.7397959183673468,0.1111111111111111,0.385,0.3595890410958904,0.4896907216494845,0.9072164948453608,0.39455782312925175,0.0,1.0,1.0,0.0, Approved
1.0,0.30927835051546393,0.18622448979591835,0.1111111111111111,0.31500000000000006,0.17465753424657532,0.14948453608247422,0.2654639175257732,0.1292517006802721,1.0,0.0,0.0,1.0, Rejected
0.2,0.14432989690721648,0.1096938775510204,0.5555555555555556,0.19166666666666676,0.030821917808219176,0.03092783505154639,0.09278350515463918,0.10204081632653061,1.0,0.0,1.0,0.0, Rejected
1.0,0.1134020618556701,0.09438775510204081,0.3333333333333333,0.17833333333333334,0.13356164383561642,0.06701030927835051,0.08247422680412371,0.07482993197278912,1.0,0.0,0.0,1.0, Rejected
0.8,0.08247422680412371,0.0510204081632653,0.7777777777777777,0.405,0.010273972602739725,0.005154639175257732,0.04381443298969072,0.06802721088435375,1.0,0.0,1.0,0.0, Rejected
0.6000000000000001,0.03092783505154639,0.03571428571428571,0.0,0.8516666666666668,0.02054794520547945,0.02577319587628866,0.028350515463917522,0.01360544217687075,0.0,1.0,0.0,1.0, Approved
0.4,0.17525773195876287,0.12499999999999999,0.2222222222222222,0.9933333333333334,0.1506849315068493,0.005154639175257732,0.15206185567010308,0.163265306122449,1.0,0.0,1.0,0.0, Approved
0.6000000000000001,0.2577319587628866,0.14795918367346936,0.6666666666666665,0.55,0.136986301369863,0.14432989690721648,0.2654639175257732,0.1564625850340136,0.0,1.0,0.0,1.0, Approved
0.2,0.7938144329896907,0.7372448979591836,0.0,0.605,0.6746575342465754,0.6237113402061856,0.729381443298969,0.6870748299319729,1.0,0.0,0.0,1.0, Approved
0.0,0.26804123711340205,0.16581632653061223,0.5555555555555556,0.08166666666666667,0.14383561643835618,0.10309278350515463,0.27835051546391754,0.09523809523809525,1.0,0.0,0.0,1.0, Rejected
0.4,0.556701030927835,0.47959183673469385,0.3333333333333333,0.08333333333333337,0.0958904109589041,0.06185567010309278,0.3582474226804124,0.28571428571428575,1.0,0.0,0.0,1.0, Rejected
1.0,0.4742268041237113,0.3877551020408163,0.4444444444444445,0.8533333333333335,0.3287671232876712,0.07731958762886598,0.45103092783505155,0.2380952380952381,0.0,1.0,1.0,0.0, Approved
0.2,0.010309278350515462,0.022959183673469385,0.8888888888888888,0.7450000000000001,0.00684931506849315,0.0,0.010309278350515462,0.01360544217687075,1.0,0.0,1.0,0.0, Rejected
0.8,0.3711340206185567,0.20918367346938774,0.4444444444444445,0.19333333333333336,0.21575342465753422,0.24742268041237112,0.37628865979381443,0.27891156462585037,1.0,0.0,1.0,0.0, Rejected
0.0,0.6907216494845361,0.6760204081632653,1.0,0.3583333333333334,0.3732876712328767,0.12886597938144329,0.422680412371134,0.5646258503401361,1.0,0.0,0.0,1.0, Rejected
0.0,0.9381443298969071,0.6173469387755102,0.4444444444444445,0.5,0.6952054794520548,0.03608247422680412,0.8324742268041238,0.3673469387755102,1.0,0.0,0.0,1.0, Approved
0.0,0.4329896907216495,0.26785714285714285,0.6666666666666665,0.2716666666666667,0.08561643835616438,0.24742268041237112,0.34793814432989695,0.3197278911564626,1.0,0.0,1.0,0.0, Rejected
1.0,0.7422680412371133,0.45153061224489793,0.0,0.8200000000000001,0.18493150684931509,0.4845360824742268,0.5051546391752577,0.36054421768707484,0.0,1.0,1.0,0.0, Approved
0.2,0.422680412371134,0.23214285714285712,0.2222222222222222,0.405,0.2568493150684932,0.26804123711340205,0.37371134020618557,0.28571428571428575,0.0,1.0,0.0,1.0, Rejected
0.0,0.9587628865979381,0.8826530612244897,0.1111111111111111,0.3916666666666667,0.030821917808219176,0.7268041237113402,0.6520618556701031,0.9523809523809524,0.0,1.0,0.0,1.0, Approved
0.8,0.26804123711340205,0.14795918367346936,0.8888888888888888,0.19166666666666676,0.07876712328767123,0.21649484536082475,0.20876288659793815,0.1360544217687075,1.0,0.0,1.0,0.0, Rejected
0.8,0.9690721649484535,0.760204081632653,0.5555555555555556,0.9500000000000002,0.0136986301369863,0.34536082474226804,0.9768041237113402,0.380952380952381,0.0,1.0,0.0,1.0, Approved
0.4,0.24742268041237112,0.1913265306122449,0.1111111111111111,0.865,0.1095890410958904,0.22164948453608246,0.13917525773195877,0.10204081632653061,1.0,0.0,1.0,0.0, Approved
1.0,0.30927835051546393,0.21428571428571427,0.7777777777777777,0.43000000000000005,0.09246575342465753,0.12886597938144329,0.2268041237113402,0.12244897959183675,1.0,0.0,1.0,0.0, Approved
0.0,0.8865979381443299,0.7525510204081632,0.3333333333333333,0.07166666666666666,0.6883561643835616,0.25257731958762886,0.8505154639175257,0.8299319727891157,0.0,1.0,0.0,1.0, Rejected
0.0,0.04123711340206185,0.038265306122448974,0.8888888888888888,0.8266666666666667,0.03767123287671233,0.03608247422680412,0.02319587628865979,0.034013605442176874,1.0,0.0,1.0,0.0, Approved
0.0,0.6804123711340205,0.6811224489795917,0.1111111111111111,0.21500000000000008,0.589041095890411,0.3917525773195876,0.5438144329896908,0.6394557823129252,1.0,0.0,1.0,0.0, Approved
0.6000000000000001,0.7010309278350515,0.5433673469387754,0.5555555555555556,0.7316666666666667,0.05821917808219178,0.3917525773195876,0.6237113402061856,0.5714285714285715,0.0,1.0,1.0,0.0, Approved
0.4,0.9175257731958762,0.8801020408163265,1.0,0.8933333333333333,0.7328767123287672,0.5618556701030928,0.7809278350515464,0.6734693877551021,1.0,0.0,0.0,1.0, Approved
1.0,0.7628865979381443,0.6479591836734693,0.1111111111111111,0.5116666666666667,0.4452054794520548,0.7010309278350515,0.7422680412371134,0.33333333333333337,0.0,1.0,0.0,1.0, Approved
0.8,0.18556701030927833,0.11224489795918367,0.0,0.5250000000000001,0.02054794520547945,0.005154639175257732,0.16494845360824742,0.20408163265306123,1.0,0.0,0.0,1.0, Approved
0.8,0.4020618556701031,0.2576530612244898,0.5555555555555556,0.7116666666666667,0.4109589041095891,0.30412371134020616,0.41494845360824745,0.29931972789115646,1.0,0.0,0.0,1.0, Approved
1.0,0.8350515463917525,0.520408163265306,0.0,0.395,0.2910958904109589,0.7371134020618556,0.5,0.5306122448979592,0.0,1.0,1.0,0.0, Rejected
0.2,0.9587628865979381,0.770408163265306,0.8888888888888888,0.33333333333333337,0.04794520547945205,0.17010309278350516,0.520618556701031,0.3741496598639456,1.0,0.0,0.0,1.0, Rejected
0.4,0.23711340206185563,0.23724489795918366,0.1111111111111111,0.56,0.03424657534246575,0.05154639175257732,0.18041237113402062,0.1360544217687075,0.0,1.0,1.0,0.0, Approved
